EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,TextMessageOptInMissingFlag,TextMessageOptIn_bool,TextMessageOptIn_filled,DevHoursMissingFlag,AnnualProfessionalDevHrs_imputed_median,NumCompaniesMissingFlag,AnnualSalaryCorrected,DrivingCommuterDistanceImputedFlag,DrivingCommuterDistanceOutlierFlag
1097,39,4,Yes,97.57,40.0,Salary,202945.6,45.0,Human Resources,Female,Divorced,6,11.0,Direct Deposit,Yes,0,1.0,Yes,0,11.0,0,0,0,0
1098,22,1,No,17.9,40.0,Salary,37232.0,49.0,Marketing,Female,Single,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,1,0
1099,60,9,No,33.0,40.0,Salary,68640.0,60.0,Healthcare,Female,Married,4,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
1100,22,1,No,17.85,40.0,Salary,37128.0,49.0,Marketing,Male,Married,1,5.0,Mailed Check,No,0,0.0,No,0,5.0,0,0,1,0
1101,40,8,No,51.41,40.0,Salary,106932.8,47.0,Human Resources,Female,Married,9,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1102,37,2,Yes,53.21,40.0,Salary,110676.8,68.0,Sales,Male,Single,6,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1103,37,5,No,33.84,40.0,Salary,70387.2,49.0,Sales,Male,Married,1,24.0,Mailed Check,No,0,0.0,No,0,24.0,0,1,1,0
1104,45,15,No,56.97,40.0,Salary,118497.6,51.0,Sales,Female,Single,8,25.0,Mailed Check,No,0,0.0,No,0,25.0,0,1,0,0
1105,53,6,No,56.22,40.0,Salary,116937.6,48.0,Marketing,Female,Single,9,12.0,Direct Deposit,No,0,0.0,No,0,12.0,0,0,0,0
1106,29,6,No,22.85,40.0,Salary,47528.0,47.0,Healthcare,Male,Married,2,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1107,36,4,No,78.59,40.0,Salary,163467.2,47.0,Information Technology,Female,Divorced,5,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
1108,50,5,No,51.3,40.0,Salary,106704.0,22.0,Manufacturing,Female,Divorced,4,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,0,0,0,0
1109,38,7,Yes,90.27,40.0,Salary,187761.6,54.0,Sales,Male,Single,4,12.0,Mailed Check,No,0,0.0,No,0,12.0,0,1,0,0
1110,51,20,No,57.52,40.0,Salary,119641.6,38.0,Marketing,Female,Single,3,17.0,Mailed Check,No,0,0.0,No,0,17.0,0,1,0,0
1111,45,18,Yes,55.61,40.0,Salary,115668.8,49.0,Manufacturing,Male,Single,7,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,1,0
1112,36,8,No,40.49,40.0,Salary,84219.2,17.0,Manufacturing,Male,Married,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
1113,36,10,Yes,65.54,40.0,Salary,136323.2,34.0,Healthcare,Female,Married,1,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
1114,47,14,No,66.25,40.0,Salary,137800.0,56.0,Marketing,Female,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1115,53,12,No,46.62,40.0,Salary,96969.6,24.0,Manufacturing,Female,Divorced,5,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
1116,45,6,No,76.23,40.0,Salary,158558.4,57.0,Research,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,1,0,0,0
1117,61,10,Yes,83.62,40.0,Salary,173929.6,49.0,Marketing,Male,Single,4,11.0,Direct Deposit,No,0,0.0,No,0,11.0,1,0,1,0
1118,49,7,No,64.71,40.0,Salary,134596.8,14.0,Sales,Female,Single,1,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1119,42,4,Yes,39.28,40.0,Salary,81702.4,49.0,Healthcare,Female,Married,6,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,1,1,0
1120,34,6,Yes,30.43,40.0,Salary,63294.4,39.0,Marketing,Female,Divorced,1,10.0,Mailed Check,No,0,0.0,No,0,10.0,0,0,0,0
1121,43,1,No,73.37,40.0,Salary,152609.6,6.0,Laboratory,Female,Single,8,12.0,Direct Deposit,No,0,0.0,No,0,12.0,0,0,0,0
1122,33,9,Yes,30.73,40.0,Salary,63918.4,28.0,Sales,Male,Divorced,5,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,1,0,0
1123,53,13,No,76.68,40.0,Salary,159494.4,77.0,Marketing,Male,Single,8,14.0,Mailed Check,No,0,0.0,No,0,14.0,0,0,0,0
1124,40,9,No,28.74,40.0,Salary,59779.2,69.0,Marketing,Male,Married,9,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,0,0
1125,34,3,Yes,26.46,40.0,Salary,55036.8,55.0,Human Resources,Female,Single,1,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,0,0,0
1126,45,15,Yes,41.32,40.0,Salary,85945.6,24.0,Laboratory,Female,Single,6,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
1127,58,14,Yes,77.93,40.0,Salary,162094.4,11.0,Information Technology,Female,Single,8,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1128,45,10,No,93.31,40.0,Salary,194084.8,49.0,Healthcare,Female,Divorced,8,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,1,1,0
1129,54,5,No,78.54,40.0,Salary,163363.2,87.0,Information Technology,Female,Married,4,21.0,Mailed Check,Yes,0,1.0,Yes,0,21.0,1,0,0,0
1130,35,5,No,28.44,40.0,Salary,59155.2,49.0,Research,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
1131,42,2,Yes,61.1,40.0,Salary,127088.0,55.0,Marketing,Male,Single,6,15.0,Mailed Check,No,0,0.0,No,0,15.0,0,0,0,0
1132,33,2,No,27.28,40.0,Salary,56742.4,49.0,Information Technology,Male,Married,5,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,1,0
1133,57,8,No,83.8,40.0,Salary,174304.0,72.0,Information Technology,Female,Single,1,8.0,Mailed Check,No,0,0.0,No,0,8.0,0,0,0,0
1134,46,14,Yes,55.3,40.0,Salary,115024.0,28.0,Healthcare,Female,Single,4,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,0,0,0
1135,42,7,No,55.54,40.0,Salary,115523.2,49.0,Sales,Female,Married,1,15.0,Direct Deposit,Yes,0,1.0,Yes,0,15.0,0,0,1,0
1136,61,17,Yes,73.32,40.0,Salary,152505.6,50.0,Marketing,Male,Single,1,17.0,Mailed Check,No,0,0.0,No,0,17.0,0,0,0,0
1137,58,13,No,89.84,40.0,Salary,186867.2,77.0,Manufacturing,Male,Single,6,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,1,0,0
1138,61,13,No,44.69,40.0,Salary,92955.2,56.0,Research,Female,Married,5,11.0,Mailed Check,No,0,0.0,No,0,11.0,0,0,0,0
1139,30,2,No,28.48,40.0,Salary,59238.4,44.0,Research,Female,Single,2,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,0,0
1140,38,5,No,27.94,40.0,Salary,58115.2,54.0,Information Technology,Male,Divorced,2,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,0,0,0
1141,37,10,No,31.6,40.0,Salary,65728.0,56.0,Sales,Female,Single,6,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
1142,36,6,Yes,51.07,40.0,Salary,106225.6,49.0,Human Resources,Female,Divorced,2,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,1,0
1143,34,8,Yes,24.53,40.0,Salary,51022.4,75.0,Research,Female,Married,2,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1144,25,2,No,20.68,40.0,Salary,43014.4,49.0,Information Technology,Male,Married,2,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,1,0
1145,34,4,Yes,30.5,40.0,Salary,63440.0,80.0,Information Technology,Female,Single,1,25.0,Direct Deposit,Yes,0,1.0,Yes,0,25.0,0,0,0,0
1146,54,14,Yes,57.23,40.0,Salary,119038.4,49.0,Laboratory,Male,Divorced,8,14.0,Mailed Check,Yes,0,1.0,Yes,0,14.0,0,1,1,0
1147,50,16,No,48.55,40.0,Salary,100984.0,0.0,Human Resources,Male,Single,6,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,0,0
1148,30,7,Yes,27.38,40.0,Salary,56950.4,89.0,Marketing,Female,Single,1,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
1149,37,1,Yes,33.63,40.0,Salary,69950.4,28.0,Manufacturing,Male,Divorced,6,21.0,Mailed Check,No,0,0.0,No,0,21.0,0,1,0,0
1150,32,9,Yes,26.76,40.0,Salary,55660.8,49.0,Laboratory,Male,Married,2,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,1,0
1151,38,10,No,79.67,40.0,Salary,165713.6,67.0,Sales,Female,Married,5,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
1152,45,19,Yes,80.3,40.0,Salary,167024.0,12.0,Marketing,Female,Single,6,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,0,0,0
1153,59,5,Yes,41.65,40.0,Salary,86632.0,49.0,Sales,Male,Single,4,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,1,0,1,0
1154,57,11,No,83.43,40.0,Salary,173534.4,49.0,Information Technology,Female,Married,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
1155,58,5,No,91.5,40.0,Salary,190320.0,49.0,Information Technology,Male,Single,2,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,1,1,0
1156,41,6,Yes,60.06,40.0,Salary,124924.8,85.0,Laboratory,Male,Single,7,18.0,Direct Deposit,No,0,0.0,No,0,18.0,0,0,0,0
1157,31,2,Yes,23.95,40.0,Salary,49816.0,54.0,Healthcare,Male,Single,2,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
1158,34,3,Yes,23.8,40.0,Salary,49504.0,11.0,Sales,Male,Married,4,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1159,60,19,No,37.48,40.0,Salary,77958.4,82.0,Sales,Female,Divorced,3,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
1160,59,10,No,79.16,40.0,Salary,164652.8,78.0,Sales,Male,Married,6,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
1161,56,11,Yes,90.33,40.0,Salary,187886.4,31.0,Human Resources,Female,Single,4,13.0,Direct Deposit,No,0,0.0,No,0,13.0,1,1,0,0
1162,57,5,No,66.28,40.0,Salary,137862.4,27.0,Sales,Female,Married,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
1163,51,6,Yes,38.8,40.0,Salary,80704.0,49.0,Research,Male,Divorced,4,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,1,0,1,0
1164,36,7,Yes,96.02,40.0,Salary,199721.6,27.0,Human Resources,Male,Single,6,12.0,Direct Deposit,No,0,0.0,No,0,12.0,0,1,0,0
1165,36,5,Yes,75.73,40.0,Salary,157518.4,79.0,Sales,Male,Single,2,12.0,Direct Deposit,No,0,0.0,No,0,12.0,0,1,0,0
1166,36,3,No,47.86,40.0,Salary,99548.8,81.0,Laboratory,Male,Divorced,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
1167,36,6,No,77.76,40.0,Salary,161740.8,88.0,Healthcare,Female,Single,4,15.0,Mailed Check,No,0,0.0,No,0,15.0,0,0,0,0
1168,53,5,No,33.1,40.0,Salary,68848.0,17.0,Research,Female,Single,2,12.0,Direct Deposit,Yes,0,1.0,Yes,0,12.0,0,1,0,0
1169,37,10,No,85.08,40.0,Salary,176966.4,34.0,Healthcare,Female,Married,6,25.0,Mailed Check,Yes,0,1.0,Yes,0,25.0,0,0,0,0
1170,56,16,No,52.31,40.0,Salary,108804.8,32.0,Healthcare,Female,Divorced,8,24.0,Mailed Check,Yes,0,1.0,Yes,0,24.0,0,0,0,0
1171,49,16,Yes,39.47,40.0,Salary,82097.6,7.0,Laboratory,Female,Single,5,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1172,47,15,Yes,33.25,40.0,Salary,69160.0,32.0,Human Resources,Female,Single,7,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1173,36,9,Yes,37.69,40.0,Salary,78395.2,76.0,Manufacturing,Female,Married,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1174,53,8,No,51.81,40.0,Salary,107764.8,9.0,Information Technology,Male,Married,8,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1175,34,3,Yes,23.68,40.0,Salary,49254.4,4.0,Sales,Male,Divorced,3,19.0,Mailed Check,No,0,0.0,No,0,19.0,0,0,0,0
1176,52,15,No,49.33,40.0,Salary,102606.4,13.0,Information Technology,Male,Single,5,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,1,0,0
1177,39,5,Yes,28.73,40.0,Salary,59758.4,49.0,Laboratory,Male,Married,4,5.0,Direct Deposit,Yes,0,1.0,Yes,0,5.0,0,0,1,0
1178,27,6,Yes,22.04,40.0,Salary,45843.2,55.0,Marketing,Female,Divorced,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1179,45,9,Yes,56.11,40.0,Salary,116708.8,49.0,Marketing,Female,Divorced,4,17.0,Direct Deposit,Yes,0,1.0,Yes,0,17.0,1,0,1,0
1180,41,8,Yes,46.0,40.0,Salary,95680.0,76.0,Laboratory,Male,Married,6,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
1181,43,4,Yes,84.98,40.0,Salary,176758.4,37.0,Healthcare,Female,Single,6,7.0,Mailed Check,No,0,0.0,No,0,7.0,0,0,0,0
1182,31,6,Yes,28.91,40.0,Salary,60132.8,78.0,Sales,Male,Single,2,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
1183,60,9,No,31.36,40.0,Salary,65228.8,60.0,Research,Male,Divorced,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
1184,30,6,Yes,25.4,40.0,Salary,52832.0,78.0,Research,Male,Single,2,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
1185,48,7,Yes,78.99,40.0,Salary,164299.2,49.0,Research,Female,Married,1,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,1,0
1186,55,6,Yes,34.7,40.0,Salary,72176.0,60.0,Information Technology,Male,Married,6,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1187,41,10,No,39.25,40.0,Salary,81640.0,49.0,Healthcare,Female,Married,4,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,1,0,1,0
1188,38,3,No,35.28,40.0,Salary,73382.4,40.0,Human Resources,Female,Single,5,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,1,0,0
1189,43,8,No,34.28,40.0,Salary,71302.4,49.0,Information Technology,Male,Married,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,1,1,0
1190,33,6,Yes,31.11,40.0,Salary,64708.8,66.0,Research,Male,Single,2,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
1191,44,7,No,45.28,40.0,Salary,94182.4,52.0,Healthcare,Female,Married,3,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,1,0,0
1192,48,17,Yes,91.29,40.0,Salary,189883.2,61.0,Laboratory,Female,Divorced,8,20.0,Direct Deposit,Yes,0,1.0,Yes,0,20.0,0,1,0,0
1193,40,9,No,85.47,40.0,Salary,177777.6,14.0,Healthcare,Female,Divorced,4,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,1,0,0,0
1194,55,15,No,89.28,40.0,Salary,185702.4,14.0,Healthcare,Male,Divorced,1,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,1,0,0
1195,53,11,Yes,36.1,40.0,Salary,75088.0,49.0,Marketing,Male,Married,5,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,1,0
1196,49,12,Yes,31.24,40.0,Salary,64979.2,34.0,Information Technology,Male,Divorced,1,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
1197,35,3,Yes,30.31,40.0,Salary,63044.8,42.0,Sales,Male,Divorced,3,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
1198,57,15,No,31.42,40.0,Salary,65353.6,49.0,Information Technology,Male,Divorced,1,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,1,0
1199,58,15,Yes,84.28,40.0,Salary,175302.4,42.0,Manufacturing,Female,Divorced,3,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
1200,61,19,No,56.64,40.0,Salary,117811.2,72.0,Information Technology,Male,Single,3,22.0,Mailed Check,No,0,0.0,No,0,22.0,0,0,0,0
1201,27,3,Yes,22.01,40.0,Salary,45780.8,71.0,Human Resources,Male,Divorced,3,9.0,Mailed Check,No,0,0.0,No,0,9.0,0,0,0,0
1202,59,5,Yes,77.36,40.0,Salary,160908.8,16.0,Human Resources,Female,Married,8,20.0,Mailed Check,Yes,0,1.0,Yes,0,20.0,0,0,0,0
1203,30,8,No,29.34,40.0,Salary,61027.2,14.0,Sales,Female,Single,2,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1204,49,9,Yes,55.39,40.0,Salary,115211.2,79.0,Healthcare,Male,Single,4,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,0,0,0
1205,47,19,No,90.03,40.0,Salary,187262.4,64.0,Research,Female,Single,5,14.0,Direct Deposit,No,0,0.0,No,0,14.0,0,1,0,0
1206,48,13,No,54.3,40.0,Salary,112944.0,49.0,Marketing,Male,Single,3,0.0,Direct Deposit,No,0,0.0,No,1,15.0,0,0,1,0
1207,33,2,No,28.51,40.0,Salary,59300.8,21.0,Marketing,Male,Single,6,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
1208,50,20,Yes,75.5,40.0,Salary,157040.0,49.0,Sales,Male,Divorced,4,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,1,0,1,0
1209,41,9,Yes,65.47,40.0,Salary,136177.6,23.0,Research,Female,Divorced,2,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
1210,31,5,Yes,23.02,40.0,Salary,47881.6,51.0,Research,Male,Married,3,25.0,Mailed Check,No,0,0.0,No,0,25.0,0,0,0,0
1211,31,1,Yes,24.84,40.0,Salary,51667.2,58.0,Sales,Female,Divorced,2,21.0,Direct Deposit,No,0,0.0,No,0,21.0,0,0,0,0
1212,24,1,Yes,20.46,40.0,Salary,42556.8,10.0,Information Technology,Male,Married,2,25.0,Mailed Check,No,0,0.0,No,0,25.0,0,0,0,0
1213,37,1,Yes,27.97,40.0,Salary,58177.6,74.0,Information Technology,Female,Single,5,23.0,Direct Deposit,Yes,0,1.0,Yes,0,23.0,0,0,0,0
1214,51,15,Yes,94.7,40.0,Salary,196976.0,30.0,Manufacturing,Male,Single,2,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,1,0,0
1215,46,19,Yes,36.95,40.0,Salary,76856.0,68.0,Information Technology,Female,Married,9,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,0,0,0,0
1216,37,1,Yes,85.09,40.0,Salary,176987.2,43.0,Research,Prefer Not to Answer,Married,3,15.0,Mailed Check,Yes,0,1.0,Yes,0,15.0,0,0,0,0
1217,54,20,Yes,56.67,40.0,Salary,117873.6,49.0,Human Resources,Male,Single,9,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,1,0
1218,39,2,No,81.02,40.0,Salary,168521.6,7.0,Human Resources,Female,Divorced,1,18.0,Mailed Check,Yes,0,1.0,Yes,0,18.0,0,0,0,0
1219,53,18,Yes,45.62,40.0,Salary,94889.6,89.0,Sales,Female,Divorced,1,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
1220,42,4,No,80.43,40.0,Salary,167294.4,52.0,Sales,Female,Single,2,23.0,Direct Deposit,No,0,0.0,No,0,23.0,0,0,0,0
1221,37,4,Yes,54.33,40.0,Salary,113006.4,89.0,Research,Female,Single,6,24.0,Mailed Check,No,0,0.0,No,0,24.0,0,0,0,0
1222,35,10,Yes,25.68,40.0,Salary,53414.4,33.0,Human Resources,Female,Single,1,22.0,Mailed Check,Yes,0,1.0,Yes,0,22.0,0,0,0,0
1223,43,3,No,80.11,40.0,Salary,166628.8,58.0,Sales,Female,Married,1,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,0,0,0,0
1224,59,12,No,92.78,40.0,Salary,192982.4,14.0,Healthcare,Female,Divorced,8,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
1225,45,13,No,90.47,40.0,Salary,188177.6,13.0,Laboratory,Female,Single,2,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,1,0,0
1226,39,7,No,85.1,40.0,Salary,177008.0,69.0,Manufacturing,Female,Married,4,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
1227,46,10,No,87.07,40.0,Salary,181105.6,49.0,Information Technology,Male,Divorced,7,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,1,1,0
1228,42,4,Yes,42.7,40.0,Salary,88816.0,83.0,Research,Male,Married,4,7.0,Mailed Check,Yes,0,1.0,Yes,0,7.0,1,0,0,0
1229,52,8,Yes,50.08,40.0,Salary,104166.4,44.0,Information Technology,Female,Single,3,10.0,Direct Deposit,No,0,0.0,No,0,10.0,0,0,0,0
1230,58,12,Yes,47.56,40.0,Salary,98924.8,11.0,Research,Female,Married,4,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,1,0,0,0
1231,59,10,Yes,67.55,40.0,Salary,140504.0,51.0,Sales,Male,Married,1,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
1232,60,13,No,45.93,40.0,Salary,95534.4,57.0,Research,Male,Single,3,25.0,Mailed Check,No,0,0.0,No,0,25.0,0,0,0,0
1233,51,6,No,78.98,40.0,Salary,164278.4,26.0,Healthcare,Female,Divorced,9,13.0,Direct Deposit,Yes,0,1.0,Yes,0,13.0,0,0,0,0
1234,59,16,Yes,92.92,40.0,Salary,193273.6,77.0,Manufacturing,Female,Divorced,8,22.0,Direct Deposit,Yes,0,1.0,Yes,0,22.0,0,1,0,0
1235,45,18,Yes,83.7,40.0,Salary,174096.0,45.0,Laboratory,Female,Married,4,8.0,Mailed Check,Yes,0,1.0,Yes,0,8.0,1,0,0,0
1236,31,4,Yes,27.75,40.0,Salary,57720.0,49.0,Human Resources,Female,Divorced,1,17.0,Mailed Check,No,0,0.0,No,0,17.0,0,0,1,0
1237,50,20,No,57.66,40.0,Salary,119932.8,44.0,Sales,Male,Single,4,5.0,Mailed Check,No,0,0.0,No,0,5.0,0,1,0,0
1238,58,17,No,82.38,40.0,Salary,171350.4,42.0,Healthcare,Male,Married,2,13.0,Mailed Check,Yes,0,1.0,Yes,0,13.0,0,0,0,0
1239,44,5,No,89.97,40.0,Salary,187137.6,49.0,Sales,Female,Married,5,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,1,1,0
1240,42,1,No,51.56,40.0,Salary,107244.8,43.0,Manufacturing,Male,Married,5,6.0,Mailed Check,Yes,0,1.0,Yes,0,6.0,0,0,0,0
1241,40,7,No,70.47,40.0,Salary,146577.6,15.0,Healthcare,Female,Married,8,5.0,Mailed Check,Yes,0,1.0,Yes,0,5.0,0,0,0,0
1242,42,4,No,31.88,40.0,Salary,66310.4,47.0,Laboratory,Male,Married,4,8.0,Direct Deposit,Yes,0,1.0,Yes,0,8.0,0,0,0,0
1243,52,19,Yes,55.49,40.0,Salary,115419.2,58.0,Sales,Female,Married,4,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,1,0,0
1244,29,4,No,23.49,40.0,Salary,48859.2,54.0,Human Resources,Male,Married,3,23.0,Mailed Check,No,0,0.0,No,0,23.0,0,0,0,0
1245,36,6,No,32.26,40.0,Salary,67100.8,51.0,Laboratory,Male,Married,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1246,32,2,No,28.49,40.0,Salary,59259.2,48.0,Research,Male,Married,3,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1247,26,3,Yes,21.83,40.0,Salary,45406.4,2.0,Research,Female,Married,2,10.0,Mailed Check,No,0,0.0,No,0,10.0,0,1,0,0
1248,41,9,No,34.28,40.0,Salary,71302.4,81.0,Sales,Male,Single,9,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,1,0,0
1249,54,19,No,74.16,40.0,Salary,154252.8,89.0,Human Resources,Female,Single,5,0.0,Mailed Check,No,0,0.0,No,1,15.0,0,0,0,0
1250,54,9,Yes,79.62,40.0,Salary,165609.6,49.0,Research,Female,Divorced,1,0.0,Mailed Check,Yes,0,1.0,Yes,1,15.0,0,0,1,0
1251,36,4,Yes,27.62,40.0,Salary,57449.6,33.0,Marketing,Male,Single,2,0.0,Direct Deposit,Yes,0,1.0,Yes,1,15.0,0,0,0,0
1252,29,2,No,24.57,40.0,Salary,51105.6,49.0,Information Technology,Male,Divorced,1,16.0,Mailed Check,No,0,0.0,No,0,16.0,0,0,1,0
1253,47,19,Yes,59.95,40.0,Salary,124696.0,5.0,Research,Male,Married,1,9.0,Direct Deposit,Yes,0,1.0,Yes,0,9.0,0,0,0,0
1254,32,6,Yes,26.7,40.0,Salary,55536.0,75.0,Sales,Female,Married,1,11.0,Mailed Check,No,0,0.0,No,0,11.0,0,0,0,0
1255,34,5,No,28.39,40.0,Salary,59051.2,3.0,Information Technology,Male,Divorced,5,23.0,Mailed Check,Yes,0,1.0,Yes,0,23.0,0,0,0,0
1256,58,8,No,84.6,40.0,Salary,175968.0,66.0,Information Technology,Female,Divorced,6,17.0,Mailed Check,Yes,0,1.0,Yes,0,17.0,0,0,0,0
1257,58,16,Yes,34.15,40.0,Salary,71032.0,7.0,Marketing,Male,Single,3,12.0,Mailed Check,Yes,0,1.0,Yes,0,12.0,0,0,0,0
1258,59,18,No,93.54,40.0,Salary,194563.2,49.0,Sales,Male,Married,1,16.0,Mailed Check,Yes,0,1.0,Yes,0,16.0,0,1,1,0
1259,58,16,No,68.67,40.0,Salary,142833.6,49.0,Healthcare,Female,Married,7,9.0,Mailed Check,Yes,0,1.0,Yes,0,9.0,0,0,1,0
1260,48,7,Yes,47.35,40.0,Salary,98488.0,250.0,Sales,Female,Married,4,19.0,Direct Deposit,Yes,0,1.0,Yes,0,19.0,1,0,0,0
1261,40,1,Yes,30.93,40.0,Salary,64334.4,38.0,Laboratory,Female,Single,6,11.0,Mailed Check,Yes,0,1.0,Yes,0,11.0,0,0,0,0
1262,53,10,Yes,57.32,40.0,Salary,119225.6,84.0,Manufacturing,Female,Single,2,15.0,Mailed Check,No,0,0.0,No,0,15.0,0,1,0,0
